Provider_ID,Quarter,Staff_to_Patient_Ratio,RN_Hours_per_Patient_Day,Agency_Staff_Percent,Readmission_Cost_per_Case
360072,2024-07-01,4.34,7.27,11.55,14146.9
360072,2024-10-01,4.31,7.87,11.47,14215.18
360072,2025-01-01,4.92,7.23,9.4,14111.18
360072,2025-04-01,4.6,8.1,9.17,14153.87
360072,2025-07-01,4.69,8.03,11.54,13334.02
370234,2024-01-01,7.14,10.39,12.97,12008.22
370234,2024-04-01,7.1,11.33,12.63,11663.13
370234,2024-07-01,7.28,11.34,12.4,11958.65
370234,2024-10-01,6.88,11.11,11.55,11797.83
370234,2025-01-01,7.63,11.36,11.56,11865.81
370234,2025-04-01,7.81,11.35,10.01,11537.46
370234,2025-07-01,7.78,11.28,11.78,11718.28
140155,2024-01-01,2.99,9.34,14.54,19582.26
140155,2024-04-01,3.04,8.81,13.2,19126.74
140155,2024-07-01,3.07,9.93,15.01,18485.2
140155,2024-10-01,3.22,9.47,13.54,18753.67
140155,2025-01-01,3.32,9.55,14.71,19041.41
140155,2025-04-01,3.53,9.37,13.63,19061.03
140155,2025-07-01,3.8,9.6,12.65,19081.08
500139,2024-01-01,5.22,7.8,8.36,15696.45
500139,2024-04-01,5.19,8.33,6.77,14739.21
500139,2024-07-01,5.2,8.49,6.87,14918.61
500139,2024-10-01,5.22,7.56,4.31,13753.81
500139,2025-01-01,5.45,7.83,5.86,14148.06
500139,2025-04-01,5.69,8.22,5.49,14391.81
500139,2025-07-01,5.62,8.92,5.32,14442.75
70003,2024-01-01,4.32,5.71,6.91,14929.78
70003,2024-04-01,4.12,5.84,5.29,15603.17
70003,2024-07-01,4.2,6.42,5.25,15566.92
70003,2024-10-01,4.53,6.36,4.21,14961.72
70003,2025-01-01,4.39,5.34,5.89,15189.78
70003,2025-04-01,4.58,6.46,5.38,15090.51
70003,2025-07-01,4.54,6.13,4.37,14745.07
450372,2024-01-01,5.22,11.38,2.22,13016.68
450372,2024-04-01,4.8,12.05,0.32,12731.05
450372,2024-07-01,5.04,12.45,2.07,13547.88
450372,2024-10-01,5.48,11.95,3.05,12839.33
450372,2025-01-01,5.28,11.81,2.25,13407.34
450372,2025-04-01,5.32,12.97,1.84,13287.77
450372,2025-07-01,5.93,12.39,2.13,12795.71
360054,2024-01-01,4.55,9.04,10.61,17204.51
360054,2024-04-01,4.31,8.45,10.87,16920.33
360054,2024-07-01,4.72,8.66,11.63,17180.57
360054,2024-10-01,5.02,8.27,10.49,17241.79
360054,2025-01-01,4.7,8.03,9.66,16781.51
360054,2025-04-01,5.01,7.99,9.97,16641.0
360054,2025-07-01,5.12,8.11,10.46,16492.1
450015,2024-01-01,3.37,12.05,17.38,12832.18
450015,2024-04-01,3.54,11.85,17.17,12859.52
450015,2024-07-01,3.43,11.99,18.32,13097.41
450015,2024-10-01,3.37,11.71,16.19,13493.08
450015,2025-01-01,3.68,12.08,14.26,12453.02
450015,2025-04-01,3.98,11.84,14.13,11682.13
450015,2025-07-01,2.96,12.33,15.36,12441.32
450289,2024-01-01,4.02,9.76,13.36,17309.95
450289,2024-04-01,4.44,10.03,13.32,16306.92
450289,2024-07-01,4.42,10.16,12.71,16045.54
450289,2024-10-01,4.2,10.61,13.32,16886.62
450289,2025-01-01,4.66,10.3,11.78,15928.71
450289,2025-04-01,4.87,10.54,12.06,16717.82
450289,2025-07-01,4.95,11.1,11.39,15992.57
150024,2024-01-01,4.42,6.1,9.21,9836.58
150024,2024-04-01,4.17,4.98,9.52,10133.34
150024,2024-07-01,4.54,5.71,10.48,9135.96
150024,2024-10-01,4.85,5.46,10.2,10122.58
150024,2025-01-01,4.79,5.63,7.14,10033.12
150024,2025-04-01,5.3,5.64,9.84,9667.97
150024,2025-07-01,5.33,5.03,9.5,9227.77
250168,2024-01-01,6.03,11.34,16.04,15089.44
250168,2024-04-01,6.63,11.33,15.06,14117.91
250168,2024-07-01,6.83,11.24,15.19,13662.08
250168,2024-10-01,6.84,10.84,14.16,14159.84
250168,2025-01-01,6.91,11.43,13.72,14091.17
250168,2025-04-01,6.65,10.95,12.93,13267.02
250168,2025-07-01,6.66,11.48,12.33,14183.41
30110,2024-01-01,5.15,7.49,0.89,10915.91
30110,2024-04-01,4.52,7.74,2.16,10939.84
30110,2024-07-01,5.06,7.88,0.02,9560.05
30110,2024-10-01,5.37,7.32,0.0,10345.32
30110,2025-01-01,5.03,8.2,0.34,10569.35
30110,2025-04-01,5.35,8.17,1.66,10544.78
30110,2025-07-01,5.74,8.26,1.71,10364.09
340016,2024-01-01,5.76,12.23,10.11,9015.21
340016,2024-04-01,5.53,11.78,9.21,9121.83
340016,2024-07-01,5.08,11.64,11.02,8864.37
340016,2024-10-01,4.73,12.37,8.13,9484.58
340016,2025-01-01,5.85,11.97,8.95,9331.38
340016,2025-04-01,6.03,12.58,8.67,9022.32
340016,2025-07-01,5.51,13.0,9.42,8574.1
440144,2024-01-01,2.65,10.75,3.55,13181.6
440144,2024-04-01,3.16,10.9,3.08,12965.53
440144,2024-07-01,3.05,11.36,3.92,13599.3
440144,2024-10-01,3.51,11.06,3.36,12813.42
440144,2025-01-01,3.12,11.6,1.83,12605.64
440144,2025-04-01,3.1,11.0,2.42,13326.49
440144,2025-07-01,3.23,11.44,3.21,14095.35
450447,2024-01-01,4.09,10.92,8.74,11859.29
450447,2024-04-01,4.57,10.92,8.38,11380.79
450447,2024-07-01,4.09,11.23,8.04,11429.71
450447,2024-10-01,4.56,11.03,8.31,11179.74
450447,2025-01-01,4.32,11.18,6.97,10960.51
450447,2025-04-01,4.82,11.28,7.19,11337.32
450447,2025-07-01,5.0,12.13,6.03,10988.05
450469,2024-01-01,5.36,6.34,12.48,14239.01
450469,2024-04-01,5.51,6.04,13.79,15027.55
450469,2024-07-01,6.16,7.32,11.72,14077.56
450469,2024-10-01,5.95,7.65,10.89,14623.72
450469,2025-01-01,5.81,7.29,9.06,14140.24
450469,2025-04-01,5.95,7.24,13.08,15158.5
450469,2025-07-01,6.01,7.76,11.61,14653.05
390267,2024-01-01,6.8,5.49,12.82,17500.38
390267,2024-04-01,6.68,5.76,11.66,17561.04
390267,2024-07-01,6.75,5.61,11.8,16965.75
390267,2024-10-01,6.28,5.32,11.21,17634.62
390267,2025-01-01,6.09,5.56,8.82,16876.13
390267,2025-04-01,7.03,5.31,8.22,17548.08
390267,2025-07-01,7.2,5.76,12.22,17558.09
390270,2024-01-01,4.44,5.52,5.23,13748.54
390270,2024-04-01,3.68,5.4,6.09,13267.53
390270,2024-07-01,3.85,5.3,4.64,13267.56
390270,2024-10-01,4.16,5.55,4.7,14216.63
390270,2025-01-01,4.29,6.02,4.72,13475.14
390270,2025-04-01,4.01,5.7,3.96,13958.39
390270,2025-07-01,4.7,5.05,4.99,13478.14
450213,2024-01-01,6.69,10.06,6.92,11957.38
450213,2024-04-01,7.02,10.2,6.23,12259.44
450213,2024-07-01,7.11,9.95,8.17,12986.42
450213,2024-10-01,7.26,10.37,7.3,12167.63
450213,2025-01-01,6.99,10.56,8.29,12330.68
450213,2025-04-01,7.33,11.21,6.18,12194.28
450213,2025-07-01,7.49,11.19,7.94,12416.61
310119,2024-01-01,5.42,9.5,16.42,17095.32
310119,2024-04-01,5.49,10.15,14.33,16814.42
310119,2024-07-01,5.52,9.45,13.64,17267.27
310119,2024-10-01,5.94,9.74,11.47,16029.58
310119,2025-01-01,5.83,9.33,13.14,16178.8
310119,2025-04-01,6.07,10.02,12.75,16308.38
310119,2025-07-01,5.79,9.58,12.88,16580.74
230227,2024-01-01,3.71,10.41,10.59,12900.62
230227,2024-04-01,3.26,10.56,9.28,13391.12
230227,2024-07-01,3.61,10.28,8.52,12597.06
230227,2024-10-01,3.17,11.24,8.02,12933.44
230227,2025-01-01,3.5,11.45,8.28,12347.02
230227,2025-04-01,4.0,11.01,8.72,12992.08
230227,2025-07-01,3.73,11.46,8.2,12328.0
320006,2024-01-01,2.92,9.95,6.77,11612.78
320006,2024-04-01,3.16,10.33,7.21,11016.04
320006,2024-07-01,3.06,10.06,5.78,11415.19
320006,2024-10-01,3.32,9.44,7.2,11008.39
320006,2025-01-01,3.27,10.47,5.56,10954.49
320006,2025-04-01,3.42,10.51,7.07,10462.51
320006,2025-07-01,3.46,10.26,6.29,10906.41
670075,2024-01-01,3.03,11.69,2.28,13933.64
670075,2024-04-01,2.96,11.13,1.98,14783.67
670075,2024-07-01,3.23,11.68,2.45,13959.89
670075,2024-10-01,2.83,11.07,0.0,14674.91
670075,2025-01-01,3.35,11.16,2.01,15048.06
670075,2025-04-01,3.06,11.32,0.99,14716.8
670075,2025-07-01,3.34,11.87,2.78,14383.28
330107,2024-01-01,6.53,10.8,11.95,9413.76
330107,2024-04-01,6.82,11.36,10.31,8916.12
330107,2024-07-01,6.97,11.63,9.68,9299.06
330107,2024-10-01,6.95,11.78,9.78,8455.87
330107,2025-01-01,7.05,11.19,9.51,9545.68
330107,2025-04-01,7.87,12.0,9.79,8409.71
330107,2025-07-01,7.24,11.8,9.44,9023.91
110226,2024-01-01,6.34,5.51,10.3,11000.16
110226,2024-04-01,6.69,5.21,9.68,11650.73
110226,2024-07-01,7.28,5.7,9.07,11503.43
110226,2024-10-01,6.91,5.33,9.72,11091.46
110226,2025-01-01,7.53,5.72,9.88,12172.49
110226,2025-04-01,7.3,5.63,8.44,11731.81
110226,2025-07-01,8.44,5.66,7.6,10672.79
450024,2024-01-01,6.18,9.66,11.12,10906.97
450024,2024-04-01,5.97,10.16,10.11,10722.76
450024,2024-07-01,6.03,10.14,11.87,11760.58
450024,2024-10-01,6.63,10.27,9.39,11915.61
450024,2025-01-01,6.58,10.34,8.57,10502.91
450024,2025-04-01,6.24,10.34,10.32,11040.37
450024,2025-07-01,6.5,10.23,10.15,11227.66
450039,2024-01-01,5.53,4.62,3.87,8769.55
450039,2024-04-01,6.2,5.1,4.67,8809.2
450039,2024-07-01,5.83,5.29,6.03,8654.82
450039,2024-10-01,5.8,6.06,4.61,8288.77
450039,2025-01-01,6.01,5.16,6.41,8413.52
450039,2025-04-01,6.57,5.36,5.12,7718.25
450039,2025-07-01,6.17,5.39,5.38,8179.08
360141,2024-01-01,4.92,5.35,2.04,8088.56
360141,2024-04-01,5.48,5.25,1.11,8718.05
360141,2024-07-01,5.42,5.66,0.97,8290.46
360141,2024-10-01,5.43,5.95,1.27,7720.06
360141,2025-01-01,5.52,5.86,2.46,7888.25
360141,2025-04-01,5.75,6.18,0.0,7703.14
360141,2025-07-01,5.55,6.3,3.25,7639.93
190005,2024-01-01,3.32,6.8,11.38,10827.16
190005,2024-04-01,4.52,6.83,9.28,9635.21
190005,2024-07-01,4.12,6.87,11.15,10362.37
190005,2024-10-01,4.49,6.39,9.01,10141.11
190005,2025-01-01,4.74,6.68,11.07,10900.11
190005,2025-04-01,4.23,6.31,10.37,10255.32
190005,2025-07-01,4.89,6.87,8.61,9485.33
260048,2024-01-01,5.1,6.66,1.96,16594.58
260048,2024-04-01,4.65,7.5,3.61,17392.96
260048,2024-07-01,4.89,7.13,4.4,15833.12
260048,2024-10-01,5.39,7.87,2.46,16321.82
260048,2025-01-01,5.09,7.48,2.96,16573.12
260048,2025-04-01,5.87,7.59,3.72,15890.93
260048,2025-07-01,5.57,7.78,2.87,16078.67
10144,2024-01-01,5.73,10.9,4.61,13628.3
10144,2024-04-01,6.05,10.72,4.98,13254.57
10144,2024-07-01,6.14,11.64,5.68,12653.67
10144,2024-10-01,6.59,11.26,2.85,12622.57
10144,2025-01-01,6.57,11.9,4.9,12314.25
10144,2025-04-01,6.93,11.55,4.64,12302.39
10144,2025-07-01,6.61,11.52,3.94,13291.74
370025,2024-01-01,5.73,11.28,10.52,9868.69
370025,2024-04-01,5.83,11.51,11.61,9540.07
370025,2024-07-01,6.24,11.79,11.8,9799.07
370025,2024-10-01,5.79,11.31,9.44,10556.6
370025,2025-01-01,6.18,11.78,11.33,9759.18
370025,2025-04-01,6.45,11.54,11.67,9763.65
370025,2025-07-01,6.23,11.57,9.51,9690.2
330103,2024-01-01,4.45,11.17,8.24,12005.26
330103,2024-04-01,4.09,11.25,8.48,12357.56
330103,2024-07-01,4.56,11.23,7.85,11841.61
330103,2024-10-01,4.17,11.16,8.43,13560.84
330103,2025-01-01,4.59,10.82,8.75,13288.26
330103,2025-04-01,4.62,11.4,6.86,11760.56
330103,2025-07-01,4.94,11.05,7.48,13257.76
310115,2024-01-01,3.69,7.1,6.46,16428.86
310115,2024-04-01,4.0,7.92,6.32,17305.32
310115,2024-07-01,4.03,7.26,5.9,17034.29
310115,2024-10-01,4.22,7.36,4.87,17032.92
310115,2025-01-01,4.06,7.22,5.51,17200.72
310115,2025-04-01,4.21,7.92,4.17,16509.53
310115,2025-07-01,4.23,7.5,4.41,17230.22
330065,2024-01-01,6.05,5.69,11.99,11440.42
330065,2024-04-01,5.91,5.67,10.27,11246.06
330065,2024-07-01,6.07,5.78,11.95,11812.31
330065,2024-10-01,6.15,6.52,10.67,11187.31
330065,2025-01-01,6.64,6.21,10.19,11255.96
330065,2025-04-01,6.79,5.84,10.26,11421.44
330065,2025-07-01,6.75,5.43,9.8,10862.94
450885,2024-01-01,6.63,7.33,1.13,15385.18
450885,2024-04-01,6.64,7.62,2.92,15561.94
450885,2024-07-01,7.16,6.39,0.7,15614.49
450885,2024-10-01,6.72,7.28,1.99,15510.61
450885,2025-01-01,7.41,7.87,0.51,14918.44
450885,2025-04-01,7.47,7.43,1.19,14798.36
450885,2025-07-01,7.58,7.23,1.76,14822.78
190015,2024-01-01,6.72,11.98,16.71,8675.17
190015,2024-04-01,6.25,12.3,16.95,10129.13
190015,2024-07-01,6.29,12.12,13.3,9165.54
190015,2024-10-01,6.7,12.4,14.96,9319.35
190015,2025-01-01,7.15,11.8,14.11,9082.07
190015,2025-04-01,7.49,12.06,14.68,8525.76
190015,2025-07-01,7.21,12.43,15.29,9446.87
320063,2024-01-01,6.69,6.93,9.96,9758.67
320063,2024-04-01,6.29,7.72,10.42,9246.67
320063,2024-07-01,6.32,7.16,11.78,9095.8
320063,2024-10-01,6.76,6.92,9.64,8560.43
320063,2025-01-01,6.59,7.49,10.34,8707.3
320063,2025-04-01,7.17,7.75,8.28,8528.15
320063,2025-07-01,6.72,8.09,9.59,8697.7
390197,2024-01-01,6.29,6.58,11.54,10247.6
390197,2024-04-01,6.73,6.24,11.28,9592.65
390197,2024-07-01,6.59,6.85,11.25,10745.24
390197,2024-10-01,7.25,7.29,9.95,9570.63
390197,2025-01-01,6.84,6.49,9.1,8596.78
390197,2025-04-01,7.63,7.16,9.94,9201.99
390197,2025-07-01,7.88,6.7,11.78,10194.45
170142,2024-01-01,4.42,9.95,14.28,10773.05
170142,2024-04-01,3.99,9.66,10.99,10317.99
170142,2024-07-01,4.88,10.05,9.11,10057.41
170142,2024-10-01,4.24,10.62,8.76,10870.02
170142,2025-01-01,4.77,9.63,10.63,9921.16
170142,2025-04-01,4.62,11.02,11.1,10140.44
170142,2025-07-01,4.73,10.54,8.85,10260.53
330245,2024-01-01,2.92,6.1,6.52,15466.35
330245,2024-04-01,3.45,6.14,5.67,15447.43
330245,2024-07-01,3.58,6.68,5.57,15107.43
330245,2024-10-01,3.15,5.92,4.78,15501.68
330245,2025-01-01,3.69,6.0,6.24,15512.43
330245,2025-04-01,4.06,6.63,5.64,15627.32
330245,2025-07-01,4.1,6.82,5.1,14833.27
190177,2024-01-01,2.75,7.65,0.65,16796.07
190177,2024-04-01,3.2,7.48,0.63,15986.92
190177,2024-07-01,3.31,6.91,2.93,17128.73
190177,2024-10-01,3.42,7.4,0.0,16467.46
190177,2025-01-01,3.3,7.24,0.0,16187.27
190177,2025-04-01,3.44,7.57,0.0,15997.82
190177,2025-07-01,3.3,7.62,0.41,16163.3
190044,2024-01-01,5.67,8.52,11.86,13984.46
190044,2024-04-01,6.58,8.19,10.97,13248.42
190044,2024-07-01,6.45,8.16,10.86,13916.78
190044,2024-10-01,6.61,8.3,12.62,14368.2
190044,2025-01-01,6.73,8.52,11.93,13798.46
190044,2025-04-01,6.48,8.48,10.0,12905.65
190044,2025-07-01,6.44,8.83,8.02,13158.69
380022,2024-01-01,6.84,8.46,8.68,12425.02
380022,2024-04-01,6.64,8.36,9.08,12776.66
380022,2024-07-01,6.95,7.91,9.96,12954.74
380022,2024-10-01,7.3,7.96,7.54,13067.93
380022,2025-01-01,7.27,8.41,8.18,12460.7
380022,2025-04-01,7.82,8.63,7.7,12061.97
380022,2025-07-01,8.08,8.99,4.67,11013.6
390039,2024-01-01,5.12,5.07,7.14,15499.86
390039,2024-04-01,5.64,5.37,7.58,15552.35
390039,2024-07-01,5.22,5.62,7.19,16350.61
390039,2024-10-01,6.22,5.29,6.21,16139.42
390039,2025-01-01,5.55,5.64,7.74,15722.43
390039,2025-04-01,5.81,5.6,6.17,15820.85
390039,2025-07-01,5.98,6.26,7.32,16191.21
360036,2024-01-01,5.92,10.72,8.39,9329.97
360036,2024-04-01,6.86,10.84,5.81,10127.37
360036,2024-07-01,5.64,10.02,7.31,9007.54
360036,2024-10-01,6.01,10.48,7.12,9817.28
360036,2025-01-01,6.75,10.99,6.96,9814.8
360036,2025-04-01,6.73,10.47,6.51,9111.72
360036,2025-07-01,6.79,10.97,5.67,9078.18
180101,2024-01-01,6.05,8.82,0.0,7625.83
180101,2024-04-01,6.3,9.25,0.0,7950.45
180101,2024-07-01,6.29,9.49,0.0,7173.55
180101,2024-10-01,6.62,8.93,1.39,7518.18
180101,2025-01-01,6.71,10.0,0.0,7011.98
180101,2025-04-01,6.65,9.82,0.0,6872.58
180101,2025-07-01,6.91,9.28,0.35,6495.49
450484,2024-01-01,7.14,8.06,15.37,9263.16
450484,2024-04-01,7.3,7.7,14.82,9441.98
450484,2024-07-01,7.19,8.48,15.14,9945.62
450484,2024-10-01,7.26,8.31,16.05,9106.21
450484,2025-01-01,7.55,8.26,14.4,9129.13
450484,2025-04-01,7.15,9.29,14.13,8513.59
450484,2025-07-01,7.28,8.76,13.99,8871.28
500025,2024-01-01,7.13,7.09,6.81,16310.06
500025,2024-04-01,6.99,6.11,9.87,17432.72
500025,2024-07-01,7.0,6.94,10.89,17601.6
500025,2024-10-01,7.31,6.63,8.19,16943.51
500025,2025-01-01,7.47,7.13,8.46,16685.57
500025,2025-04-01,7.65,6.52,10.44,17165.88
500025,2025-07-01,7.69,6.89,9.83,17193.86
160028,2024-01-01,6.4,6.29,1.67,11863.22
160028,2024-04-01,6.0,6.03,1.47,11392.27
160028,2024-07-01,6.27,5.76,1.81,11456.76
160028,2024-10-01,6.29,6.06,1.2,11276.58
160028,2025-01-01,6.58,6.08,1.79,11377.63
160028,2025-04-01,7.07,6.37,0.0,11327.99
160028,2025-07-01,7.19,6.26,1.22,11651.43
140160,2024-01-01,5.11,10.68,10.19,9499.91
140160,2024-04-01,5.14,10.97,13.12,10225.99
140160,2024-07-01,5.37,11.36,8.56,10056.55
140160,2024-10-01,5.64,11.53,10.41,9347.45
140160,2025-01-01,5.64,10.92,10.59,9253.98
140160,2025-04-01,5.62,11.47,11.05,9569.28
140160,2025-07-01,5.57,11.7,9.41,8947.36
170012,2024-01-01,4.94,9.83,5.18,13456.5
170012,2024-04-01,5.45,9.04,0.4,12518.92
170012,2024-07-01,6.02,9.88,1.88,12681.61
170012,2024-10-01,5.0,9.46,3.17,13458.25
170012,2025-01-01,5.82,9.47,3.08,12797.68
170012,2025-04-01,5.86,10.02,2.45,13382.47
170012,2025-07-01,6.02,9.97,3.03,13439.36
370019,2024-01-01,6.27,7.6,4.68,13300.09
370019,2024-04-01,5.53,8.34,4.74,13265.46
370019,2024-07-01,5.61,8.16,0.86,13069.4
370019,2024-10-01,6.63,8.51,4.32,13115.22
370019,2025-01-01,5.98,8.29,3.01,12701.3
370019,2025-04-01,6.34,8.3,2.13,12311.92
370019,2025-07-01,6.27,7.99,3.38,12613.14
430005,2024-01-01,5.06,11.19,1.85,12683.78
430005,2024-04-01,4.86,11.17,3.14,14233.25
430005,2024-07-01,5.28,11.24,1.65,12840.31
430005,2024-10-01,5.4,11.5,1.99,12178.99
430005,2025-01-01,5.45,11.93,1.82,13351.06
430005,2025-04-01,5.47,11.2,2.39,13162.83
430005,2025-07-01,5.85,11.17,1.9,12771.69
440025,2024-01-01,4.07,9.67,6.75,15105.6
440025,2024-04-01,4.03,9.23,6.9,14938.94
440025,2024-07-01,4.6,9.88,6.34,14154.39
440025,2024-10-01,4.85,10.56,5.59,13441.69
440025,2025-01-01,4.03,10.34,5.9,13937.03
440025,2025-04-01,5.02,10.49,5.36,13592.25
440025,2025-07-01,5.28,10.27,4.71,13958.65
510030,2024-01-01,2.89,5.87,10.73,15304.45
510030,2024-04-01,3.24,5.64,10.35,15736.46
510030,2024-07-01,2.57,5.28,10.06,15531.72
510030,2024-10-01,3.69,5.99,8.98,15120.7
510030,2025-01-01,3.64,6.32,10.61,15327.43
510030,2025-04-01,3.72,6.49,8.59,15446.32
510030,2025-07-01,3.29,6.09,7.92,14176.08
420018,2024-01-01,3.36,5.49,11.13,14617.55
420018,2024-04-01,4.22,5.93,10.2,14473.44
420018,2024-07-01,3.54,5.67,11.55,15067.44
420018,2024-10-01,3.39,5.65,10.33,15092.15
420018,2025-01-01,3.69,6.26,10.85,14869.46
420018,2025-04-01,3.93,6.34,8.08,13986.56
420018,2025-07-01,3.88,5.78,9.07,14564.59
450200,2024-01-01,4.96,5.22,9.22,11907.3
450200,2024-04-01,4.39,5.1,9.13,11172.38
450200,2024-07-01,4.58,5.55,7.74,11423.75
450200,2024-10-01,5.04,5.27,9.88,11456.96
450200,2025-01-01,4.62,5.88,9.33,12305.22
450200,2025-04-01,4.97,4.87,9.67,11834.17
450200,2025-07-01,4.71,5.19,8.53,11677.94
420086,2024-01-01,4.27,7.15,7.19,16326.08
420086,2024-04-01,4.2,7.32,6.53,15187.1
420086,2024-07-01,4.81,7.57,7.31,15687.57
420086,2024-10-01,5.21,7.44,7.83,16539.5
420086,2025-01-01,5.32,6.57,7.15,15179.35
420086,2025-04-01,5.06,7.39,6.23,15547.89
420086,2025-07-01,5.42,7.44,6.66,15536.51
220015,2024-01-01,5.4,6.13,9.7,9185.67
220015,2024-04-01,5.74,6.68,7.02,8471.34
220015,2024-07-01,5.52,6.03,7.33,9147.49
220015,2024-10-01,5.79,6.01,7.47,8434.33
220015,2025-01-01,5.76,6.03,6.18,8746.29
220015,2025-04-01,5.6,5.98,7.02,8568.43
220015,2025-07-01,6.1,6.29,6.21,8421.21
340053,2024-01-01,4.62,11.67,3.88,16058.51
340053,2024-04-01,4.6,10.67,3.18,16084.66
340053,2024-07-01,4.77,11.99,3.21,15918.89
340053,2024-10-01,4.1,11.96,3.32,15999.13
340053,2025-01-01,4.66,11.81,3.2,15855.82
340053,2025-04-01,4.78,12.16,1.76,15189.12
340053,2025-07-01,4.74,12.55,2.06,15924.47
360020,2024-01-01,6.15,11.34,15.4,12218.05
360020,2024-04-01,6.57,11.88,16.91,11470.14
360020,2024-07-01,6.42,11.85,13.11,11422.75
360020,2024-10-01,6.88,11.87,13.86,11432.23
360020,2025-01-01,6.6,12.08,15.79,11992.37
360020,2025-04-01,6.94,12.46,13.78,10944.31
360020,2025-07-01,7.58,11.7,13.83,11371.05
500060,2024-01-01,5.45,4.8,16.9,18438.49
500060,2024-04-01,5.28,4.67,16.05,18098.75
500060,2024-07-01,5.69,5.84,17.09,18814.71
500060,2024-10-01,5.39,4.92,15.88,17813.45
500060,2025-01-01,4.82,5.43,16.61,18884.34
500060,2025-04-01,6.0,5.22,13.52,17240.63
500060,2025-07-01,5.25,5.57,15.18,18348.31
310130,2024-01-01,3.65,8.39,10.4,10595.8
310130,2024-04-01,3.73,9.53,9.44,10136.94
310130,2024-07-01,4.1,9.47,8.87,9697.52
310130,2024-10-01,3.87,9.43,8.71,9435.99
310130,2025-01-01,4.6,9.53,9.3,8867.13
310130,2025-04-01,4.06,9.23,9.74,9587.49
310130,2025-07-01,4.74,10.34,9.28,8763.67
370097,2024-01-01,6.48,6.08,16.02,10766.71
370097,2024-04-01,6.59,5.63,18.8,10487.15
370097,2024-07-01,6.88,5.42,17.07,9488.71
370097,2024-10-01,7.24,5.91,17.05,9780.41
370097,2025-01-01,7.28,5.26,17.04,9905.96
370097,2025-04-01,7.37,5.39,17.81,10065.14
370097,2025-07-01,7.73,5.91,15.2,9888.4
180016,2024-01-01,3.92,7.28,9.87,10968.87
180016,2024-04-01,3.93,6.54,10.89,11648.31
180016,2024-07-01,4.18,7.72,10.2,11961.8
180016,2024-10-01,4.31,7.14,9.62,11413.84
180016,2025-01-01,3.99,7.64,9.59,10707.66
180016,2025-04-01,4.25,6.75,9.38,10602.68
180016,2025-07-01,3.96,7.54,10.93,10842.35
240047,2024-01-01,3.85,6.24,9.92,13244.6
240047,2024-04-01,3.85,5.36,11.4,12413.88
240047,2024-07-01,4.04,6.62,11.8,12471.89
240047,2024-10-01,3.89,5.39,11.23,12344.38
240047,2025-01-01,4.66,5.78,8.5,12355.48
240047,2025-04-01,4.25,6.43,7.35,11941.16
240047,2025-07-01,4.26,5.46,11.64,12632.99
490041,2024-01-01,4.12,6.37,8.52,11019.42
490041,2024-04-01,4.85,6.56,10.06,11337.78
490041,2024-07-01,4.08,5.49,7.98,11428.91
490041,2024-10-01,4.96,5.86,9.61,11860.37
490041,2025-01-01,4.74,6.45,9.52,11523.64
490041,2025-04-01,4.64,5.89,7.63,10886.93
490041,2025-07-01,5.1,6.21,8.16,10473.62
450851,2024-01-01,3.91,9.33,12.47,12490.85
450851,2024-04-01,4.15,9.24,12.55,12871.81
450851,2024-07-01,3.79,9.07,12.47,13330.3
450851,2024-10-01,4.15,9.36,11.93,13140.86
450851,2025-01-01,4.5,9.71,10.84,12652.25
450851,2025-04-01,4.4,9.38,10.27,12333.59
450851,2025-07-01,4.66,9.84,11.65,13069.6
200052,2024-01-01,5.24,8.01,11.87,11115.89
200052,2024-04-01,5.5,8.23,12.57,10397.1
200052,2024-07-01,4.33,7.85,12.63,11447.57
200052,2024-10-01,5.79,7.72,10.91,10746.51
200052,2025-01-01,5.12,7.97,10.33,10340.8
200052,2025-04-01,5.16,8.08,12.7,11549.5
200052,2025-07-01,5.69,7.93,11.72,10425.15
190088,2024-01-01,6.67,8.36,7.03,10640.92
190088,2024-04-01,7.35,8.37,3.63,9836.11
190088,2024-07-01,6.75,8.53,6.92,11426.09
190088,2024-10-01,7.28,8.44,5.56,11723.14
190088,2025-01-01,7.4,8.29,6.75,10155.77
190088,2025-04-01,7.53,8.57,7.34,10896.97
190088,2025-07-01,7.49,9.13,6.69,10716.16
450597,2024-01-01,5.28,9.05,13.32,14884.6
450597,2024-04-01,5.11,8.63,13.03,15172.53
450597,2024-07-01,5.16,9.27,11.59,14609.15
450597,2024-10-01,5.6,9.01,12.16,15105.68
450597,2025-01-01,6.05,9.51,13.02,14902.5
450597,2025-04-01,5.09,9.65,11.47,14381.6
450597,2025-07-01,5.79,8.89,10.82,13964.27
150064,2024-01-01,7.05,10.29,10.31,9609.84
150064,2024-04-01,7.39,10.98,9.01,9678.65
150064,2024-07-01,7.02,10.41,9.03,9566.57
150064,2024-10-01,7.4,10.75,7.55,9290.38
150064,2025-01-01,6.84,10.78,8.1,9040.07
150064,2025-04-01,7.37,10.73,7.49,9272.27
150064,2025-07-01,7.68,11.0,8.59,8551.0
430048,2024-01-01,7.45,9.32,8.22,13653.83
430048,2024-04-01,7.35,8.78,6.73,14215.33
430048,2024-07-01,7.28,9.05,6.8,14590.57
430048,2024-10-01,7.49,8.74,8.93,14545.0
430048,2025-01-01,7.74,10.13,8.11,14055.47
430048,2025-04-01,7.52,10.2,7.32,13525.9
